0,-61.490667,15.347333,,-21.3613158238375,-21.3613158238375,3,A
1,-61.490667,15.347333,,-16.587637010128468,-16.587637010128468,3,A
2,-61.490667,15.347333,,-12.57495033731352,-12.57495033731352,3,A
3,-61.490667,15.347333,,-23.63872929969424,-23.63872929969424,3,A
4,-61.490667,15.347333,,-15.047687114100807,-15.047687114100807,3,A
5,-61.490667,15.347333,,-23.462301244212526,-23.462301244212526,3,A
6,-61.490667,15.347333,,-19.34558254480117,-19.34558254480117,3,A
7,-61.490667,15.347333,,-17.205390062769588,-17.205390062769588,3,A
8,-61.490667,15.347333,,-21.260168460404756,-21.260168460404756,3,A
9,-61.490667,15.347333,,-19.69405979431274,-19.69405979431274,3,A
10,-61.490667,15.347333,,-24.31809451361368,-24.31809451361368,3,A
11,-61.490667,15.347333,,-22.055969243527226,-22.055969243527226,3,A
12,-61.490667,15.347333,,-21.44598279805178,-21.44598279805178,3,A
13,-61.490667,15.347333,,-21.07056947694084,-21.07056947694084,3,A
14,-61.490667,15.347333,,-19.619591994648165,-19.619591994648165,3,A
15,-61.490667,15.347333,,-19.811131333739493,-19.811131333739493,3,A
16,-61.490667,15.347333,,-17.854577665299246,-17.854577665299246,3,A
17,-61.490667,15.347333,,-17.684064888599107,-17.684064888599107,3,A
18,-61.490667,15.347333,,-15.452057301211267,-15.452057301211267,3,A
19,-61.490667,15.347333,,-19.919846784977107,-19.919846784977107,3,A
20,-61.490667,15.347333,,-18.83130461079622,-18.83130461079622,3,A
21,-61.490667,15.347333,,-17.892175321473843,-17.892175321473843,3,A
22,-61.490667,15.347333,,-22.167275217414577,-22.167275217414577,3,A
23,-61.490667,15.347333,,-14.553831774146063,-14.553831774146063,3,A
24,-61.490667,15.347333,,-20.8501312972791,-20.8501312972791,3,A
25,-61.490667,15.347333,,-21.12214451554134,-21.12214451554134,3,A
26,-61.490667,15.347333,,-16.885941040660732,-16.885941040660732,3,A
27,-61.490667,15.347333,,-20.66659133994976,-20.66659133994976,3,A
28,-61.490667,15.347333,,-19.94521083390468,-19.94521083390468,3,A
29,-61.490667,15.347333,,-19.502567309411642,-19.502567309411642,3,A
30,-61.490667,15.347333,,-18.746746267683374,-18.746746267683374,3,A
31,-61.490667,15.347333,,-20.999727331006405,-20.999727331006405,3,A
32,-61.490667,15.347333,,-22.581908871032727,-22.581908871032727,3,A
33,-61.490667,15.347333,,-20.241520841249027,-20.241520841249027,3,A
