interpolated_c1_times,interpolated_c1_x_coords,interpolated_c1_y_coords
0,-61.52899453120499,15.621055612947
1,-61.52898776995423,15.621083825857196
2,-61.528981010260146,15.62111171200371
3,-61.52897425212276,15.62113927138654
4,-61.52896749554205,15.621166504005686
5,-61.52896074051801,15.621193409861144
6,-61.52895398705067,15.621219988952918
7,-61.52894723514001,15.621246241281012
8,-61.52894048478603,15.621272166845419
9,-61.52893373598873,15.621297765646139
10,-61.52892698874812,15.62132303768318
11,-61.52892024306418,15.621347982956529
12,-61.52891349893693,15.621372601466197
13,-61.52890675636636,15.621396893212182
14,-61.528900015352484,15.621420858194485
15,-61.528893275895285,15.621444496413098
16,-61.52888653799476,15.621467807868028
17,-61.52887980165091,15.621490792559275
18,-61.52887306686375,15.621513450486832
19,-61.52886633363328,15.621535781650714
20,-61.52885960195949,15.621557786050904
21,-61.52885287184239,15.62157946368741
22,-61.52884614328197,15.621600814560235
23,-61.52883941627821,15.621621838669373
24,-61.528832690831145,15.621642536014825
25,-61.52882596694077,15.621662906596594
26,-61.52881924460707,15.62168295041468
27,-61.52881252383006,15.621702667469084
28,-61.52880580460974,15.6217220577598
29,-61.52879908694608,15.621741121286831
30,-61.52879237083911,15.621759858050176
31,-61.52878565628883,15.621778268049841
32,-61.52877894329524,15.621796351285816
33,-61.52877223185831,15.621814107758112
34,-61.52876552197808,15.621831537466718
35,-61.52875881365452,15.621848640411644
36,-61.528752106887644,15.621865416592883
37,-61.528745401677455,15.621881866010437
38,-61.52873869802395,15.62189798866431
39,-61.52873199592712,15.621913784554494
40,-61.528725295386984,15.621929253680998
41,-61.52871859640353,15.621944396043816
42,-61.52871189897676,15.621959211642949
43,-61.528705203106654,15.621973700478396
44,-61.52869850879324,15.621987862550158
45,-61.528691816036506,15.622001697858236
46,-61.528685124836464,15.622015206402633
47,-61.52867843519311,15.622028388183342
48,-61.52867174710642,15.622041243200368
49,-61.528665060576415,15.622053771453707
50,-61.5286583756031,15.622065972943364
51,-61.528651692186465,15.622077847669336
52,-61.52864501032651,15.622089395631622
53,-61.52863833002324,15.622100616830226
54,-61.52863165127666,15.622111511265146
55,-61.52862497408675,15.622122078936378
56,-61.52861829845354,15.622132319843928
57,-61.528611624377,15.622142233987795
58,-61.52860495185713,15.622151821367975
59,-61.52859828089397,15.62216108198447
60,-61.52859161148747,15.62217001583728
61,-61.528584943637654,15.622178622926405
62,-61.52857827734452,15.622186903251848
63,-61.52857161260809,15.622194856813607
64,-61.528564949428315,15.62220248361168
65,-61.52855828780524,15.622209783646067
66,-61.52855162773885,15.622216756916771
67,-61.528544969229124,15.622223403423789
68,-61.5285383122761,15.622229723167125
69,-61.52853165687974,15.622235716146777
70,-61.52852500304007,15.622241382362741
71,-61.528518350757096,15.622246721815024
72,-61.52851170003079,15.622251734503621
73,-61.52850505086117,15.622256420428531
74,-61.52849840324822,15.62226077958976
75,-61.52849175719197,15.622264811987307
76,-61.5284851126924,15.622268517621162
77,-61.528478469749516,15.62227189649134
78,-61.528471828363294,15.622274948597827
79,-61.52846518853377,15.622277673940632
80,-61.52845855026093,15.622280072519754
81,-61.528451913544764,15.622282144335188
82,-61.52844527838529,15.622283889386939
83,-61.5284386447825,15.622285307675007
84,-61.528432012736374,15.622286399199389
85,-61.52842538224695,15.622287163960088
86,-61.528418753314206,15.622287601957101
87,-61.52841208882657,15.62228771591626
88,-61.528405166114666,15.622287522192535
89,-61.528397948066896,15.622287023511758
90,-61.52839043468331,15.622286219873928
91,-61.52838262596387,15.622285111279046
92,-61.52837452190856,15.622283697727108
93,-61.52836612251743,15.622281979218121
94,-61.528357427790446,15.622279955752076
95,-61.528348437727615,15.622277627328979
96,-61.528339152328954,15.622274993948833
97,-61.52832957159444,15.62227205561163
98,-61.52831969552407,15.622268812317374
99,-61.528309524117866,15.622265264066067
100,-61.52829905737581,15.622261410857703
101,-61.52828829529791,15.62225725269229
102,-61.52827723788417,15.622252789569822
103,-61.52826588513458,15.622248021490304
104,-61.528254237049154,15.622242948453732
105,-61.528242293627876,15.622237570460104
106,-61.52823005487075,15.622231887509423
107,-61.52821752077779,15.622225899601688
108,-61.52820469134897,15.622219606736902
109,-61.528191566584304,15.622213008915063
110,-61.52817814648381,15.622206106136172
111,-61.52816443104746,15.622198898400228
112,-61.528150420275274,15.62219138570723
113,-61.52813611416723,15.62218356805718
114,-61.52812151272335,15.622175445450074
115,-61.52810661594362,15.622167017885916
116,-61.528091423828045,15.622158285364703
117,-61.52807593637662,15.622149247886437
118,-61.52806015358936,15.622139905451125
119,-61.528044075466255,15.622130258058755
120,-61.52802770200729,15.62212030570933
121,-61.5280110332125,15.622110048402854
122,-61.527994069081856,15.622099486139327
123,-61.52797680961537,15.622088618918742
124,-61.527959254813034,15.622077446741107
125,-61.527941404674856,15.622065969606421
126,-61.52792325920083,15.622054187514681
127,-61.527904818390965,15.622042100465885
128,-61.52788608224525,15.622029708460037
129,-61.52786705076369,15.622017011497135
130,-61.527847723946294,15.622004009577182
131,-61.52782810179304,15.621990702700177
132,-61.527808184303936,15.621977090866114
133,-61.527787971479,15.621963174075
134,-61.52776746331821,15.621948952326836
135,-61.52774665982159,15.621934425621614
136,-61.527725560989104,15.62191959395934
137,-61.5277041668208,15.621904457340017
138,-61.527682477316624,15.621889015763639
139,-61.52766049247663,15.62187326923021
140,-61.527638212300765,15.621857217739723
141,-61.527615636789065,15.621840861292185
142,-61.52759276594152,15.621824199887595
143,-61.52756959975812,15.621807233525947
144,-61.52754613823888,15.621789962207252
145,-61.527522381383804,15.621772385931504
146,-61.52749832919289,15.6217545046987
147,-61.527473981666105,15.621736318508841
148,-61.52744933880349,15.621717827361934
149,-61.52742440060504,15.621699031257972
150,-61.527399167070726,15.621679930196954
151,-61.52737385445569,15.621660668565402
152,-61.52734867901502,15.621641390749831
153,-61.52732364074872,15.62162209675024
154,-61.52729873965681,15.621602786566633
155,-61.52727397573928,15.621583460199007
156,-61.5272493489961,15.62156411764736
157,-61.52722485942731,15.621544758911694
158,-61.52720050703288,15.621525383992008
159,-61.52717629181285,15.621505992888308
160,-61.527152213767174,15.621486585600584
161,-61.52712827289587,15.621467162128841
162,-61.52710446919895,15.62144772247308
163,-61.527080802676416,15.621428266633304
164,-61.527057273328246,15.621408794609504
165,-61.52703388115445,15.621389306401689
166,-61.527010626155025,15.621369802009852
167,-61.52698750832999,15.621350281433998
168,-61.52696452767932,15.621330744674124
169,-61.52694168420302,15.621311191730232
170,-61.5269189779011,15.621291622602318
171,-61.526896408773545,15.621272037290387
172,-61.52687397682038,15.621252435794439
173,-61.52685168204158,15.62123281811447
174,-61.52682952443715,15.621213184250479
175,-61.526807504007095,15.621193534202472
176,-61.526785620751426,15.621173867970446
177,-61.52676387467014,15.621154185554403
178,-61.526742265763204,15.62113448695434
179,-61.52672079403065,15.621114772170255
180,-61.52669945947248,15.621095041202157
181,-61.52667826208868,15.621075294050033
182,-61.526657201879246,15.621055530713893
183,-61.526636278844194,15.621035751193734
184,-61.52661547242526,15.621015961105707
185,-61.52659465927285,15.620996194146658
186,-61.52657381882872,15.62097645593275
187,-61.526552951092846,15.62095674646397
188,-61.52653205606526,15.620937065740328
189,-61.52651113374592,15.62091741376182
190,-61.52649018413485,15.62089779052844
191,-61.52646920723206,15.620878196040197
192,-61.52644820303753,15.620858630297084
193,-61.52642717155128,15.620839093299109
194,-61.52640611277329,15.620819585046265
195,-61.52638502670357,15.620800105538555
196,-61.526363913342124,15.620780654775979
197,-61.526342772688935,15.620761232758532
198,-61.52632160474403,15.620741839486225
199,-61.52630040950739,15.620722474959047
200,-61.52627918697901,15.620703139177003
201,-61.52625793715891,15.620683832140095
202,-61.52623666004707,15.620664553848318
203,-61.5262153556435,15.620645304301672
204,-61.52619402394821,15.620626083500165
205,-61.52617266496118,15.620606891443789
206,-61.526151278682406,15.620587728132545
207,-61.526129865111926,15.620568593566434
208,-61.52610842424969,15.620549487745457
209,-61.52608695609575,15.620530410669616
210,-61.52606546065006,15.620511362338906
211,-61.52604393791265,15.62049234275333
212,-61.5260223878835,15.620473351912887
213,-61.52600081056261,15.620454389817576
214,-61.52597920595001,15.620435456467401
215,-61.52595757404566,15.620416551862357
216,-61.5259359148496,15.620397676002451
217,-61.52591422075569,15.620378800322992
218,-61.52589244612739,15.620359753435924
219,-61.52587058335863,15.62034050677657
220,-61.525848632449375,15.620321060344919
221,-61.525826593399636,15.62030141414098
222,-61.52580446620941,15.620281568164748
223,-61.525782250878706,15.620261522416225
224,-61.52575994740752,15.620241276895413
225,-61.52573755579583,15.620220831602309
226,-61.525715076043674,15.620200186536913
227,-61.52569250815103,15.62017934169923
228,-61.52566985211791,15.620158297089251
229,-61.525647107944295,15.620137052706985
230,-61.52562427563019,15.620115608552426
231,-61.52560135517561,15.620093964625575
232,-61.525578346580545,15.620072120926434
