interpolated_c1_times,interpolated_c1_x_coords,interpolated_c1_y_coords
0,-61.53637660177204,15.344348826533503
1,-61.536348931862406,15.344346394927197
2,-61.53632123346659,15.344343926971016
3,-61.5362935065846,15.344341422664973
4,-61.536265751216426,15.34433888200905
5,-61.53623796736204,15.344336305003257
6,-61.53621015502148,15.344333691647599
7,-61.53618231419474,15.344331041942063
8,-61.53615444488181,15.344328355886663
9,-61.536126547082716,15.344325633481386
10,-61.53609862079743,15.344322874726238
11,-61.53607066602595,15.344320079621223
12,-61.53604268276832,15.344317248166337
13,-61.53601467102447,15.34431438036158
14,-61.535986630794454,15.34431147620695
15,-61.53595856207822,15.34430853570245
16,-61.53593046487584,15.34430555884808
17,-61.53590233918728,15.344302545643838
18,-61.535874185012496,15.344299496089723
19,-61.535846002351576,15.344296410185743
20,-61.535817791204444,15.344293287931887
21,-61.535789551571135,15.344290129328161
22,-61.535761283451635,15.344286934374566
23,-61.53573298684595,15.344283703071099
24,-61.535704661754096,15.344280435417758
25,-61.53567630817604,15.344277131414547
26,-61.53564792611182,15.34427379106147
27,-61.5356195155614,15.344270414358517
28,-61.535591076524824,15.344267001305699
29,-61.53556260900203,15.344263551903005
30,-61.53553411299307,15.344260066150442
31,-61.53550558849791,15.344256544048006
32,-61.535477035516585,15.344252985595702
33,-61.53544845404907,15.344249390793525
34,-61.53541984409537,15.344245759641476
35,-61.535391205655486,15.344242092139563
36,-61.53536253872942,15.344238388287774
37,-61.535333843317154,15.344234648086111
38,-61.53530511941873,15.34423087153458
39,-61.5352763670341,15.344227058633177
40,-61.53524758616331,15.344223209381907
41,-61.53521877680633,15.344219323780763
42,-61.53518993896315,15.344215401829748
43,-61.53516107263379,15.344211443528861
44,-61.53513217781826,15.344207448878107
45,-61.53510325451654,15.344203417877479
46,-61.53507430272864,15.344199350526981
47,-61.53504532245454,15.344195246826612
48,-61.53501631369426,15.34419110677637
49,-61.53498727644781,15.344186930376262
50,-61.53495821071517,15.344182717626278
51,-61.53492911649635,15.344178468526426
52,-61.534899993791335,15.344174183076703
53,-61.53487084260016,15.344169861277111
54,-61.53484166292278,15.344165503127643
55,-61.534812454759205,15.344161108628306
56,-61.53478321810946,15.3441566777791
57,-61.534753952973546,15.344152210580024
58,-61.53472465935142,15.344147707031071
59,-61.53469533724312,15.344143167132252
60,-61.53466598664864,15.344138590883562
61,-61.53463660756799,15.344133978285
62,-61.53460720000115,15.344129329336567
63,-61.53457776394811,15.344124644038263
64,-61.5345482994089,15.344119922390089
65,-61.5345188063835,15.344115164392043
66,-61.53448928487191,15.344110370044127
67,-61.53445973487414,15.344105539346337
68,-61.534430156390194,15.344100672298682
69,-61.534400549420056,15.344095768901154
70,-61.53437091396374,15.344090829153753
71,-61.53434125002124,15.34408585305648
72,-61.53431155759255,15.34408084060934
73,-61.53428183667769,15.344075791812328
74,-61.53425208727664,15.344070706665445
75,-61.534222309389406,15.34406558516869
76,-61.53419250301599,15.344060427322065
77,-61.534162668156384,15.344055233125571
78,-61.534132804810596,15.344050002579202
79,-61.53410294628653,15.344044742180246
80,-61.534073125892085,15.344039458425982
81,-61.53404334362725,15.344034151316407
82,-61.53401359949205,15.344028820851523
83,-61.53398389348646,15.344023467031331
84,-61.533954225610515,15.344018089855837
85,-61.533924595864164,15.344012689325028
86,-61.53389500424746,15.344007265438915
87,-61.53386545076036,15.34400181819749
88,-61.53383593540289,15.343996347600761
89,-61.53380645817504,15.343990853648718
90,-61.5337770190768,15.343985336341367
91,-61.533747618108194,15.34397979567871
92,-61.53371825526921,15.343974231660745
93,-61.53368893055985,15.34396864428747
