1697816515883734528.000000,0.000000,-1.915711,0.885167,13.556728,2.450133,
1697816515922734592.000000,0.000000,-1.920754,0.917764,13.532238,2.447216,
1697816515952738560.000000,0.000000,-1.923134,0.942428,13.514033,2.444886,
1697816515991738624.000000,0.000000,-1.927476,0.975589,13.489764,2.441593,
1697816516021738496.000000,0.000000,-1.930943,1.000440,13.470945,2.438897,
1697816516051743488.000000,0.000000,-1.932667,1.025506,13.452074,2.436247,
1697816516091743488.000000,0.000000,-1.936356,1.059167,13.426875,2.432851,
1697816516120743424.000000,0.000000,-1.939795,1.084613,13.408168,2.430697,
1697816516150747648.000000,0.000000,-1.941909,1.110216,13.389393,2.428622,
1697816516190747648.000000,0.000000,-1.946523,1.144562,13.364340,2.426071,
1697816516219747584.000000,0.000000,-1.951904,1.170215,13.345798,2.424359,
1697816516249751296.000000,0.000000,-1.956167,1.195971,13.327213,2.422749,
1697816516289751296.000000,0.000000,-1.962168,1.230541,13.302456,2.420869,
1697816516318751232.000000,0.000000,-1.969517,1.256547,13.283635,2.419539,
1697816516358755840.000000,0.000000,-1.974976,1.291369,13.258544,2.418005,
1697816516388755712.000000,0.000000,-1.982465,1.317535,13.239739,2.416956,
1697816516418755584.000000,0.000000,-1.991135,1.343544,13.221084,2.415828,
1697816516457759744.000000,0.000000,-1.997077,1.378107,13.196317,2.414403,
1697816516487759872.000000,0.000000,-2.005952,1.403980,13.177720,2.413349,
1697816516517759744.000000,0.000000,-2.014193,1.429970,13.158899,2.412345,
1697816516556763904.000000,0.000000,-2.018537,1.464565,13.133718,2.410978,
1697816516586763776.000000,0.000000,-2.026041,1.490473,13.114809,2.409856,
1697816516626763776.000000,0.000000,-2.032881,1.524544,13.089623,2.408047,
1697816516655767808.000000,0.000000,-2.036993,1.549880,13.070653,2.406525,
1697816516685767680.000000,0.000000,-2.044250,1.575147,13.051640,2.404931,
1697816516725767680.000000,0.000000,-2.050611,1.608432,13.026338,2.402505,
1697816516754770944.000000,0.000000,-2.054043,1.633222,13.007289,2.400541,
1697816516784771072.000000,0.000000,-2.060334,1.657897,12.988160,2.398448,
