1.69781975025688E+018,0,0,42.36458,-71.124976
1.69781975035489E+018,0,0,42.36458,-71.124976
1.69781975045589E+018,0,0,42.36458,-71.124975
1.69781975055592E+018,0,0,42.36458,-71.124975
1.6978197506559E+018,0,0,42.36458,-71.124974
1.6978197507559E+018,0,0,42.36458,-71.124974
1.6978197508559E+018,0,0,42.36458,-71.124973
1.69781975095691E+018,0,0,42.364579,-71.124973
1.69781975106091E+018,0,0,42.364579,-71.124973
1.69781975115599E+018,0,0,42.364579,-71.124973
1.69781975125393E+018,0,0,42.364579,-71.124973
1.69781975135713E+018,0,0,42.364579,-71.124973
1.69781975145616E+018,0,0,42.364579,-71.124973
1.69781975155701E+018,0,0,42.364579,-71.124973
1.6978197516572E+018,0,0,42.364579,-71.124973
1.69781975175597E+018,0,0,42.364579,-71.124973
1.6978197518571E+018,0,0,42.364579,-71.124973
1.69781975195596E+018,0,0,42.364579,-71.124973
1.69781975205996E+018,0,0,42.364579,-71.124973
1.69781975215396E+018,0,0,42.364579,-71.124974
1.69781975225632E+018,0,0,42.364579,-71.124974
1.69781975235698E+018,0,0,42.364579,-71.124974
1.69781975245736E+018,0,0,42.364579,-71.124974
1.69781975255637E+018,0,0,42.364579,-71.124974
1.69781975265599E+018,0,0,42.364579,-71.124974
1.697819752757E+018,0,0,42.364579,-71.124974
1.69781975285658E+018,0,0,42.364579,-71.124974
1.697819752956E+018,0,0,42.364579,-71.124974
1.697819753058E+018,0,0,42.364579,-71.124974
1.69781975315801E+018,0,0,42.364579,-71.124974
1.69781975325603E+018,0,0,42.364579,-71.124974
1.69781975335702E+018,0,0,42.364579,-71.124974
1.69781975345602E+018,0,0,42.36458,-71.124974
1.69781975355503E+018,0,0,42.36458,-71.124973
1.69781975365706E+018,0,0,42.36458,-71.124973
1.69781975375703E+018,0,0,42.36458,-71.124973
1.69781975385705E+018,0,0,42.36458,-71.124973
1.69781975395404E+018,0,0,42.36458,-71.124973
1.69781975406104E+018,0,0,42.36458,-71.124973
1.69781975415704E+018,0,0,42.36458,-71.124973
1.69781975425611E+018,0,0,42.36458,-71.124973
1.69781975435808E+018,0,0,42.364579,-71.124973
1.69781975445606E+018,0,0,42.364579,-71.124973
1.69781975455706E+018,0,0,42.364579,-71.124973
1.69781975465707E+018,0,0,42.364579,-71.124973
1.69781975475713E+018,0,0,42.364579,-71.124973
1.69781975485409E+018,0,0,42.364579,-71.124973
1.69781975495709E+018,0,0,42.364578,-71.124973
1.69781975506109E+018,0,0,42.364578,-71.124972
1.6978197551581E+018,0,0,42.364578,-71.124972
1.6978197552571E+018,0,0,42.364578,-71.124972
1.69781975535711E+018,0,0,42.364578,-71.124972
1.6978197554571E+018,0,0,42.364578,-71.124972
1.69781975555712E+018,0,0,42.364577,-71.124972
1.69781975565711E+018,0,0,42.364577,-71.124972
1.69781975575512E+018,0,0,42.364577,-71.124971
1.6978197558572E+018,0,0,42.364577,-71.124971
1.69781975595737E+018,0,0,42.364577,-71.124971
1.69781975606213E+018,0,0,42.364577,-71.124971
1.69781975615715E+018,0,0,42.364577,-71.124971
1.69781975625656E+018,0,0,42.364577,-71.124971
1.6978197563583E+018,0,0,42.364577,-71.124971
1.69781975645717E+018,0,0,42.364577,-71.12497
1.69781975655618E+018,0,0,42.364577,-71.12497
1.69781975665417E+018,0,0,42.364577,-71.12497
1.6978197567572E+018,0,0,42.364578,-71.12497
1.69781975685717E+018,0,0,42.364578,-71.12497
1.69781975695718E+018,0,0,42.364578,-71.12497
1.6978197570612E+018,0,0,42.364578,-71.12497
1.6978197571563E+018,0,0,42.364578,-71.12497
1.6978197572572E+018,0,0,42.364578,-71.12497
1.6978197573572E+018,0,0,42.364578,-71.12497
1.6978197574562E+018,0,0,42.364578,-71.12497
