1698084666790976768.000000,0.000000,0.000000,42.364543,-71.125000,
1698084666895895808.000000,0.000000,0.000000,42.364544,-71.125001,
1698084666990976512.000000,0.000000,0.000000,42.364545,-71.125002,
1698084667092217088.000000,0.000000,0.000000,42.364545,-71.125003,
1698084667195856384.000000,0.000000,0.000000,42.364546,-71.125004,
1698084667300375296.000000,0.000000,0.000000,42.364547,-71.125005,
1698084667393876992.000000,0.000000,0.000000,42.364548,-71.125007,
1698084667502427392.000000,0.000000,0.000000,42.364548,-71.125008,
1698084667590844416.000000,0.000000,0.000000,42.364549,-71.125009,
1698084667693122560.000000,0.000000,0.000000,42.364550,-71.125010,
1698084667792029696.000000,0.000000,0.000000,42.364551,-71.125011,
1698084667891114752.000000,0.000000,0.000000,42.364552,-71.125012,
1698084667995225344.000000,0.000000,0.000000,42.364553,-71.125013,
1698084668093039104.000000,0.000000,0.000000,42.364554,-71.125014,
1698084668193677312.000000,0.000000,0.000000,42.364554,-71.125015,
1698084668301669632.000000,0.000000,0.000000,42.364555,-71.125016,
1698084668395472896.000000,0.000000,0.000000,42.364556,-71.125017,
1698084668495732480.000000,0.000000,0.000000,42.364557,-71.125018,
1698084668591660288.000000,0.000000,0.000000,42.364558,-71.125019,
1698084668692678144.000000,0.000000,0.000000,42.364559,-71.125019,
1698084668795686400.000000,0.000000,0.000000,42.364560,-71.125020,
1698084668893605120.000000,0.000000,0.000000,42.364561,-71.125021,
1698084668995410176.000000,0.000000,0.000000,42.364562,-71.125022,
1698084669091835648.000000,0.000000,0.000000,42.364563,-71.125022,
1698084669193533696.000000,0.000000,0.000000,42.364565,-71.125023,
1698084669301314560.000000,0.000000,0.000000,42.364566,-71.125023,
1698084669391518720.000000,0.000000,0.000000,42.364567,-71.125023,
1698084669495552000.000000,0.000000,0.000000,42.364568,-71.125024,
1698084669593472768.000000,0.000000,0.000000,42.364569,-71.125024,
1698084669692452352.000000,0.000000,0.000000,42.364570,-71.125024,
1698084669793448960.000000,0.000000,0.000000,42.364571,-71.125025,
1698084669896977408.000000,0.000000,0.000000,42.364572,-71.125025,
1698084669992162816.000000,0.000000,0.000000,42.364573,-71.125025,
1698084670096771584.000000,0.000000,0.000000,42.364575,-71.125025,
1698084670193398528.000000,0.000000,0.000000,42.364576,-71.125025,
1698084670301360128.000000,0.000000,0.000000,42.364577,-71.125026,
