interpolated_c1_times,interpolated_c1_x_coords,interpolated_c1_y_coords
0,-61.4717274544838,15.417398758910679
1,-61.471705,15.417376666666668
2,-61.471684737394284,15.417355413696438
3,-61.471666666666664,15.417335
4,-61.47165078781714,15.417315425577346
5,-61.47163333333335,15.417296666666667
6,-61.47161166666666,15.417278333333334
7,-61.47159257359951,15.417258228540454
8,-61.471573333333296,15.417236666666664
9,-61.47155166666666,15.417214999999999
10,-61.471535,15.417196666666664
11,-61.471512852103416,15.417178784643175
12,-61.471488333333326,15.417159999999999
13,-61.47146656301132,15.41713955110095
14,-61.47144833333332,15.41711833333333
15,-61.47143443649532,15.41709724208444
16,-61.47141500000002,15.41707666666667
17,-61.47138333333334,15.41705666666667
18,-61.47135852839478,15.417035263730044
19,-61.471339999999984,15.417013333333328
20,-61.4713239809813,15.416992080678806
21,-61.47130833333334,15.416971666666665
22,-61.47129166666668,15.41695166666667
23,-61.471278466677305,15.416928567496317
24,-61.47126666666666,15.416905
25,-61.4712534523202,15.41688418055253
26,-61.47124000000001,15.416865
27,-61.4712274860682,15.416846349188503
28,-61.47121500000001,15.416826666666665
29,-61.471201666666666,15.416805
30,-61.471187698444254,15.416785003289867
31,-61.471173333333354,15.416765000000002
32,-61.471158773938534,15.416742704577256
33,-61.471143333333316,15.416719999999994
34,-61.471126666666656,15.416698333333333
35,-61.471110826391026,15.41667508909769
36,-61.471095000000005,15.416651666666668
37,-61.47107803291178,15.41662990132713
38,-61.471061666666664,15.416608333333336
39,-61.471047642805004,15.416585502939537
40,-61.47103333333334,15.416563333333338
41,-61.471016666666664,15.416543333333331
42,-61.471000981255486,15.416523016725455
43,-61.470985000000006,15.416501666666672
44,-61.47096688939196,15.416478980682964
45,-61.47095,15.416454999999996
46,-61.47093666666667,15.41643
47,-61.4709207950353,15.416405385622374
48,-61.47090333333333,15.416381666666663
49,-61.47088624551429,15.41635911877585
50,-61.47086833333333,15.416338333333336
51,-61.47084839854559,15.416319901722527
52,-61.47082833333333,15.41630166666667
53,-61.47080999999999,15.416281666666666
54,-61.47079321927265,15.41626107638845
55,-61.47077666666668,15.416240000000004
56,-61.47075904757625,15.416218345891659
57,-61.47074,15.416196666666663
58,-61.47071916193653,15.41617551492826
59,-61.47070000000002,15.416155000000005
60,-61.470685,15.416135000000002
61,-61.470668277108466,15.416114127695565
62,-61.470651666666654,15.41609333333333
63,-61.470637984820485,15.41607379836539
64,-61.47062499999999,15.416053333333334
65,-61.470610480635216,15.416029748778758
66,-61.47059333333334,15.416006666666668
67,-61.470573333333334,15.415986666666665
68,-61.47055569242572,15.415963495006338
69,-61.47054166666666,15.415939999999999
70,-61.47053164348061,15.415920072257375
71,-61.47052333333333,15.4159
72,-61.47051333333335,15.415876666666666
73,-61.47049496333719,15.415853643560965
74,-61.470475,15.415831666666667
75,-61.47046133333419,15.415810876750292
76,-61.47044999999999,15.415789999999998
77,-61.470436666666664,15.415768333333332
78,-61.47041999999999,15.415748333333333
79,-61.470404949678425,15.415724763969726
80,-61.47039166666666,15.4157
81,-61.47037941531782,15.415677383974927
82,-61.47036666666666,15.415655000000001
83,-61.47035189174794,15.415630932180717
84,-61.47033499999999,15.415606666666664
85,-61.47031590086118,15.41558368960743
86,-61.47029500000001,15.415561666666669
87,-61.47027333333335,15.415540000000005
88,-61.470254682351566,15.415517108559264
89,-61.47023833333334,15.415493333333334
90,-61.470222942308936,15.41546927881912
91,-61.47020833333332,15.415443333333332
92,-61.47019433046147,15.415413885192669
93,-61.470179999999985,15.415383333333333
94,-61.4701644082555,15.415354076691525
95,-61.47014666666668,15.415326666666672
96,-61.470126666666665,15.415301666666668
97,-61.470109088222316,15.415279148742322
98,-61.470093333333345,15.415256666666668
99,-61.47007802400502,15.415231762204282
100,-61.47006166666666,15.415206666666665
101,-61.47004333333333,15.41518333333333
102,-61.470026417519264,15.415160094012368
103,-61.47001000000001,15.415136666666669
104,-61.469992595965394,15.415113047291113
105,-61.46997500000002,15.415090000000006
106,-61.46995833333334,15.415068333333336
107,-61.46994455583449,15.415048313845194
108,-61.46993166666668,15.415028333333336
109,-61.469917338348225,15.41500673916983
110,-61.46990166666667,15.414983333333335
111,-61.46988474740956,15.414957917802509
112,-61.46986833333334,15.41493333333333
113,-61.46985333333334,15.414911666666667
114,-61.469834684243075,15.414888393711852
115,-61.46981500000001,15.414865000000004
116,-61.469797738402704,15.414843725077358
117,-61.46978166666665,15.414823333333327
118,-61.469765552007345,15.41480258915734
119,-61.46975000000001,15.414780000000006
120,-61.469735,15.414755
121,-61.46971685468788,15.41473314928565
122,-61.469698333333326,15.414711666666669
123,-61.469682821425934,15.414686844264718
124,-61.469668333333345,15.414661666666667
125,-61.46965288342321,15.414639118459387
126,-61.46963666666667,15.414615000000003
127,-61.469620000000006,15.414586666666667
128,-61.46960361521401,15.414563448585582
129,-61.46958833333333,15.414543333333333
130,-61.4695748534175,15.414522753465466
131,-61.469561666666664,15.414501666666666
132,-61.46954726428098,15.414480030621627
133,-61.46952999999999,15.414458333333336
134,-61.46951,15.414436666666667
135,-61.46949789890177,15.414412653792938
136,-61.469489999999986,15.414386666666669
137,-61.46948083415256,15.414359473380486
138,-61.469470000000015,15.414333333333335
139,-61.46945666666668,15.414310000000002
140,-61.469438257055586,15.41428643783558
141,-61.46941833333332,15.414263333333333
142,-61.469400887182644,15.414241878910676
143,-61.469383333333326,15.414221666666664
144,-61.469363086515195,15.41420228870036
145,-61.469343333333335,15.414181666666666
146,-61.46932666666666,15.414158333333333
147,-61.469309524158234,15.41413595537736
148,-61.46929166666667,15.414115
149,-61.46927344877676,15.414095323289683
150,-61.46925499999999,15.414076666666663
151,-61.469236666666674,15.414058333333337
152,-61.46921974968985,15.414037693982483
153,-61.469203333333326,15.414014999999996
154,-61.46918628504208,15.413990940989624
155,-61.46916833333333,15.413966666666667
156,-61.4691492067243,15.413943326746438
157,-61.469131666666684,15.413921666666669
158,-61.46911833333333,15.413901666666664
159,-61.469108359051475,15.413878735555823
160,-61.46909500000001,15.413855000000002
161,-61.46907165363661,15.413833351863499
162,-61.46904833333332,15.41381166666666
163,-61.46903333333336,15.413788333333331
164,-61.46901633886364,15.413766432284412
165,-61.46899833333333,15.413744999999999
166,-61.468982019280425,15.413722559556707
167,-61.468965000000004,15.413700000000002
168,-61.46894487878715,15.41367821037535
169,-61.46892499999999,15.413656666666665
170,-61.46890833333333,15.413634999999998
171,-61.46889263080708,15.413614141228186
172,-61.46887833333334,15.413593333333337
173,-61.46886625648754,15.41357166415542
174,-61.46885499999999,15.41355
175,-61.46884316360103,15.413529207172642
176,-61.46883000000002,15.41350833333334
177,-61.468815,15.413486666666666
178,-61.46879959216321,15.413465650320127
179,-61.468784999999976,15.413445
180,-61.468772208927,15.413424190887977
181,-61.46876,15.41340333333333
182,-61.46874715427475,15.413382537685344
183,-61.46873333333335,15.41336166666667
184,-61.46871833333334,15.413340000000002
185,-61.46870333333334,15.413315000000004
186,-61.46869069754337,15.413291845553319
187,-61.46867833333332,15.413268333333333
188,-61.46866377646729,15.413241299698987
189,-61.46864833333332,15.413213333333328
190,-61.46863331031951,15.413187022919411
191,-61.468618333333325,15.413161666666667
192,-61.46860302828225,15.413136562784532
193,-61.46858833333333,15.413111666666666
194,-61.46857518665362,15.413086933706733
195,-61.46856333333333,15.413063333333334
196,-61.468551666666656,15.413041666666667
197,-61.46853507587747,15.413020923856342
198,-61.468515000000004,15.412999999999998
199,-61.468493729864505,15.412977958503673
200,-61.468475000000005,15.412955000000002
201,-61.46846254493556,15.412931325121637
202,-61.468450000000004,15.412908333333334
203,-61.46843166666668,15.412886666666669
204,-61.468411541802304,15.412861780522533
205,-61.468391666666655,15.412836666666664
206,-61.46837341637509,15.41281507429798
207,-61.46835666666665,15.412796666666665
208,-61.46834166666667,15.412779999999998
209,-61.46833065669258,15.412758432160526
210,-61.46832166666667,15.412734999999998
211,-61.46831235312501,15.412713847393078
212,-61.46829999999999,15.412693333333337
213,-61.46828333333333,15.412671666666668
214,-61.46826999999998,15.412648333333328
215,-61.46825540742485,15.41262550414329
216,-61.46824000000001,15.412603333333333
217,-61.46822522789826,15.41258158831398
218,-61.46820999999999,15.412559999999997
219,-61.468193225185615,15.412538299306156
220,-61.468176666666665,15.412516666666665
221,-61.46816208765473,15.412495282515744
222,-61.46815166666667,15.412473333333338
223,-61.46814500000001,15.412450000000007
224,-61.46812659433891,15.412425248919439
225,-61.46810333333331,15.412399999999996
226,-61.46808468285246,15.412375178749427
227,-61.46806666666669,15.412351666666677
228,-61.46804666666667,15.412329999999999
229,-61.468032831574035,15.412308107245247
230,-61.46802000000001,15.412285000000002
231,-61.468001652435504,15.412260035112544
232,-61.467981666666674,15.412234999999999
233,-61.46796333333332,15.412211666666668
234,-61.46794333333332,15.412189999999997
235,-61.46792230217585,15.41217032877383
236,-61.46790666666666,15.412149999999999
237,-61.46790000000001,15.41212666666667
238,-61.46788640316292,15.412102508818531
239,-61.46786833333332,15.412078333333334
240,-61.46785089752461,15.412054583748038
241,-61.467835000000015,15.412030000000005
242,-61.467821545022765,15.412003322026594
243,-61.46780833333334,15.411976666666668
244,-61.467793333333354,15.411951666666667
245,-61.46777755098965,15.411925417472059
246,-61.46776333333335,15.411898333333335
247,-61.467751666666665,15.411871666666668
248,-61.46773539258304,15.411847541911534
249,-61.467716666666675,15.411826666666666
250,-61.46769833333332,15.411808333333328
251,-61.46767833333333,15.411786666666668
252,-61.467661959437095,15.411763554545466
