interpolated_c1_times,interpolated_c1_x_coords,interpolated_c1_y_coords
0,-61.40313579612935,15.276051144845592
1,-61.403163333333325,15.276053333333335
2,-61.403189999999995,15.276055000000001
3,-61.403215796129366,15.276056144845587
4,-61.403241666666666,15.276056666666666
5,-61.40326833333335,15.276056666666666
6,-61.403294456786874,15.276057359286707
7,-61.40332000000001,15.276058333333335
8,-61.403345149169276,15.276058975206245
9,-61.40337,15.27606
10,-61.403395,15.276061666666665
11,-61.40342166666667,15.27606166666667
12,-61.40344679189808,15.27606211374996
13,-61.403471666666654,15.27606333333333
14,-61.40349817526223,15.276065222518163
15,-61.403525,15.276066666666663
16,-61.403550823195204,15.276066551141042
17,-61.403576666666666,15.276066666666669
18,-61.40360333333333,15.276068333333333
19,-61.403629509795984,15.276068727327633
20,-61.403655,15.276068333333331
21,-61.403679826790594,15.276068106669772
22,-61.40370499999999,15.276068333333328
23,-61.40373152946043,15.276069299320376
24,-61.40375833333334,15.27607
25,-61.403784329780144,15.276069430741298
26,-61.403810000000014,15.276068333333338
27,-61.40383582519214,15.276067449565183
28,-61.40386166666668,15.27606666666667
29,-61.403887385733796,15.276065871867626
30,-61.403913333333335,15.276065
31,-61.403939860405096,15.276063985895728
32,-61.403966666666676,15.276063333333335
33,-61.40399333333334,15.276063333333337
34,-61.404019149391154,15.276062709347748
35,-61.404044999999996,15.276061666666667
36,-61.40407188882209,15.276060623338182
37,-61.40409833333332,15.276060000000001
38,-61.40412333333334,15.276060000000003
39,-61.40414978276455,15.276059319599224
40,-61.40417666666666,15.276058333333332
41,-61.4042024877557,15.276057633027817
42,-61.40422833333335,15.276056666666673
43,-61.404255000000006,15.276055
44,-61.40428074354746,15.276053339624436
45,-61.40430666666668,15.276051666666667
46,-61.404334162750004,15.276049844487275
47,-61.404361666666674,15.276048333333334
48,-61.404387613285934,15.276047593451928
49,-61.404413333333345,15.276046666666664
50,-61.404439999999994,15.276045
51,-61.40446666807908,15.276045024645086
52,-61.404493333333335,15.276044999999998
53,-61.40452,15.276043333333334
54,-61.40454577371908,15.276043343061334
55,-61.40457166666667,15.276043333333334
56,-61.404598333333325,15.27604166666666
57,-61.40462333333334,15.276041666666666
58,-61.404649760444855,15.276041874657817
59,-61.40467666666668,15.276041666666668
60,-61.40470250391035,15.276040763738596
