interpolated_c1_times,interpolated_c1_x_coords,interpolated_c1_y_coords
0,-61.415566666666656,15.211811666666668
1,-61.41557851502861,15.211838668551783
2,-61.415589999999995,15.211865
3,-61.415601121580806,15.211890661011314
4,-61.415611666666656,15.211916666666667
5,-61.415621422153194,15.211944032047017
6,-61.41563166666668,15.211971666666669
7,-61.41564333333332,15.21199833333333
8,-61.41565434915276,15.21202315180738
9,-61.415664999999976,15.212046666666664
10,-61.415675917250056,15.212069569195634
11,-61.41568666666666,15.21209333333333
12,-61.41569681401349,15.212119433018788
13,-61.41570666666667,15.212146666666673
14,-61.41571653200235,15.212173832691636
15,-61.41572666666665,15.212199999999994
16,-61.41573732730572,15.212224237498052
17,-61.41574833333334,15.212248333333331
18,-61.41575950416329,15.21227407565335
19,-61.41577,15.212300000000003
20,-61.41577898104788,15.212324641915192
21,-61.415788333333325,15.212348333333331
22,-61.41579994288276,15.212371406188835
23,-61.41581166666666,15.212395
24,-61.41582166666667,15.212419999999998
25,-61.415831772949495,15.212444880478019
26,-61.41584166666667,15.21247
27,-61.41585072395861,15.21249597141701
28,-61.41586000000001,15.21252166666667
29,-61.41587054996556,15.212545957686602
30,-61.41588166666668,15.212570000000001
31,-61.41589264291477,15.212594949130063
32,-61.415903333333326,15.212619999999996
33,-61.41591359254582,15.212644347533018
34,-61.41592333333334,15.212668333333331
35,-61.41593246847695,15.212692299005145
36,-61.41594166666667,15.212716666666672
37,-61.41595166666668,15.212741666666666
38,-61.415962888922074,15.212766148388326
39,-61.415973333333326,15.212789999999998
40,-61.415981666666646,15.21281333333333
41,-61.41599166666665,15.212836666666668
42,-61.416000206902,15.21286199338558
43,-61.41600833333334,15.212888333333336
44,-61.41601773581651,15.212914379437915
45,-61.416028333333315,15.212939999999996
46,-61.41604004486554,15.212965063320258
47,-61.416051666666654,15.21298833333333
48,-61.41606199499011,15.21300857397385
49,-61.41607166666667,15.213028333333332
50,-61.41608131852708,15.2130501595033
51,-61.41609166666666,15.213073333333329
52,-61.416103427180715,15.213097135672996
53,-61.416115000000005,15.213121666666668
54,-61.416125000000015,15.213146666666669
55,-61.41613471684903,15.213169976920787
56,-61.416144999999986,15.21319333333333
57,-61.416156483961046,15.213218831600635
58,-61.416168333333324,15.213245
59,-61.41617971271793,15.213270366808713
60,-61.41619,15.213295
61,-61.41619857306469,15.21331896754708
62,-61.416206666666675,15.213343333333333
63,-61.416215515560616,15.213369161242131
64,-61.416224999999976,15.213394999999998
65,-61.416235000238224,15.213419398333459
66,-61.41624499999999,15.213443333333332
67,-61.41625448300993,15.21346778209044
68,-61.41626333333333,15.213493333333334
69,-61.41627166666667,15.213520000000003
70,-61.41628087279686,15.213544327347046
71,-61.416290000000004,15.213566666666665
72,-61.416298333333316,15.213588333333334
73,-61.41630833333334,15.213611666666665
74,-61.41631836878972,15.213637112374577
75,-61.41632833333334,15.213663333333335
76,-61.41633847053221,15.213688982849849
77,-61.41634833333332,15.21371333333333
78,-61.416357474683664,15.213735657192997
79,-61.41636666666666,15.213758333333331
80,-61.416376681365705,15.213783740658805
81,-61.416386666666675,15.213810000000004
82,-61.41639577045545,15.213835232187504
83,-61.41640500000001,15.21386
84,-61.416414999999986,15.213884999999996
85,-61.41642359504537,15.213911034890366
86,-61.416431666666654,15.213936666666665
87,-61.41644045896264,15.213960323540633
88,-61.41645,15.21398333333333
89,-61.416460317845406,15.214007023865818
90,-61.416470000000004,15.21403166666667
91,-61.41647763396497,15.214057533264466
