interpolated_c1_times,interpolated_c1_x_coords,interpolated_c1_y_coords
0,-61.445638333333335,15.258141666666667
1,-61.445633839770984,15.258115394446838
2,-61.44563000000001,15.258089999999996
3,-61.4456268140204,15.258065483326149
4,-61.445623333333316,15.25804166666667
5,-61.44561860943995,15.258018372262939
6,-61.44561333333335,15.257995000000003
7,-61.445608196006596,15.25797094976291
8,-61.445603333333324,15.257946666666665
9,-61.44559888118715,15.257922595826273
10,-61.44559499999999,15.257898333333333
11,-61.44559185020376,15.257873475279446
12,-61.445588333333326,15.257848333333335
13,-61.44558335092358,15.257823219163729
14,-61.44557833333335,15.257798333333339
15,-61.445574710921534,15.257773876404872
16,-61.44557166666668,15.257750000000005
17,-61.44556833333334,15.257726666666667
18,-61.44556440963756,15.25770274196238
19,-61.44556000000001,15.257678333333331
20,-61.44555525905537,15.257653737299462
21,-61.44554999999999,15.257628333333333
22,-61.445544036030256,15.257601500907514
23,-61.44553833333334,15.257575
24,-61.44553385809644,15.257550590588789
25,-61.445530000000005,15.257526666666665
26,-61.44552614872447,15.257501622226417
27,-61.44552166666665,15.257476666666667
28,-61.445515916223414,15.257453009386039
29,-61.445510000000006,15.257430000000003
30,-61.445505,15.257406666666666
31,-61.44550079261303,15.257381080641824
32,-61.445496666666656,15.257354999999999
33,-61.445491931590155,15.257330504273083
34,-61.44548666666667,15.25730666666667
35,-61.44548095117932,15.257282560386349
36,-61.445475,15.257258333333333
37,-61.44546902800063,15.257234133408833
38,-61.44546333333333,15.25721
39,-61.445458214150236,15.257185972493984
40,-61.44545333333333,15.257161666666665
41,-61.44544835376462,15.257136698293925
42,-61.44544333333332,15.257111666666667
43,-61.445438329928706,15.25708717107579
44,-61.445433333333334,15.257063333333331
45,-61.445428333333346,15.25704
46,-61.445423329950145,15.257015519567886
47,-61.445418333333336,15.25699
48,-61.445413353628965,15.25696382451067
49,-61.44540833333334,15.256938333333336
50,-61.445403214942814,15.256914866701427
51,-61.44539833333333,15.256891666666666
52,-61.445394023380835,15.25686697528077
53,-61.445389999999996,15.256841666666666
54,-61.44538597810549,15.25681661494728
55,-61.445381666666655,15.256791666666667
56,-61.44537677465289,15.256766668368881
57,-61.44537166666667,15.256741666666667
58,-61.445366666666665,15.256716666666668
59,-61.44536153078994,15.256691419332295
60,-61.44535666666666,15.256666666666664
61,-61.4453525225708,15.256643192178997
62,-61.44534833333334,15.256620000000002
63,-61.44534333378529,15.256596094260395
64,-61.44533833333333,15.256571666666666
65,-61.445334141384166,15.256546908925312
66,-61.44532999999999,15.256521666666664
67,-61.44532515124307,15.256495785521057
68,-61.44532,15.25647
69,-61.44531495115743,15.256445044614999
70,-61.44531000000002,15.256421666666668
71,-61.445305,15.256400000000003
72,-61.44529910028254,15.256376363881305
73,-61.44529333333332,15.256351666666665
74,-61.44528887345051,15.2563274301678
75,-61.445285,15.256303333333335
76,-61.44528099234773,15.256279055111904
77,-61.445276666666665,15.256255000000001
78,-61.44527183912979,15.256231572494125
79,-61.44526666666668,15.256208333333337
