interpolated_c1_times,interpolated_c1_x_coords,interpolated_c1_y_coords
0,-61.522798045756616,15.48180134994456
1,-61.52277499999999,15.481781666666663
2,-61.52275176252557,15.481761772240702
3,-61.52272833333335,15.481741666666668
4,-61.522705,15.481721666666667
5,-61.52268348798589,15.481703672573312
6,-61.52266333333332,15.481686666666663
7,-61.52264378450796,15.481669314504673
8,-61.522623333333335,15.481651666666664
9,-61.52260047163304,15.481633773731971
10,-61.522576666666666,15.481615000000001
11,-61.52255333333335,15.481595000000004
12,-61.5225301574699,15.481575515110983
13,-61.522508333333334,15.48155666666667
14,-61.522488333333335,15.481538333333333
15,-61.52246551222276,15.48152080048525
16,-61.522441666666666,15.48150333333333
17,-61.52241936753795,15.481485149526106
18,-61.52239833333333,15.481466666666662
19,-61.52237828254952,15.481448302358093
20,-61.52235833333332,15.48143
21,-61.522337603831545,15.481411702991993
22,-61.522315,15.481393333333333
23,-61.52228999999999,15.481375
24,-61.52226603706457,15.481357824852275
25,-61.52224333333335,15.481340000000001
26,-61.52222153874042,15.481319530576307
27,-61.52219999999999,15.481298333333331
28,-61.52217806382632,15.481278325023204
29,-61.52215666666667,15.481259999999999
30,-61.522136744968364,15.481243852617782
31,-61.522116666666655,15.481228333333327
32,-61.522095,15.481211666666667
33,-61.5220729467878,15.481192496997341
34,-61.52205166666668,15.48117333333333
35,-61.522031666666656,15.481156666666665
36,-61.5220102329677,15.481141033281094
37,-61.52198666666665,15.481124999999999
38,-61.52196072116374,15.481107377599486
39,-61.52193499999999,15.481088333333332
40,-61.521911666666654,15.48106833333333
41,-61.52188808086444,15.481049170867443
42,-61.521865,15.481031666666665
43,-61.52184362152986,15.481016342583997
44,-61.52182333333335,15.48100166666667
45,-61.52180352328979,15.480986106961911
46,-61.52178333333332,15.480970000000003
47,-61.52176190539808,15.480953682311219
48,-61.521739999999994,15.480936666666665
49,-61.52171833333331,15.48091833333333
50,-61.52169666666665,15.480898333333334
51,-61.521675118870775,15.48087921044316
52,-61.52165333333332,15.48086
53,-61.52163092624316,15.480839291294277
54,-61.52160833333331,15.48081833333333
55,-61.521585990336824,15.480798375124502
56,-61.52156333333334,15.48077833333333
57,-61.52153979840254,15.480757124625356
