1700671585526317824.000000,0.000000,0.000000,15.208383,-61.413154,
1700671585626315776.000000,0.000000,0.000000,15.208383,-61.413154,
1700671585725294592.000000,0.000000,0.000000,15.208383,-61.413155,
1700671585825322496.000000,0.000000,0.000000,15.208383,-61.413156,
1700671585919308544.000000,0.000000,0.000000,15.208383,-61.413156,
1700671586024518912.000000,0.000000,0.000000,15.208383,-61.413157,
1700671586132980736.000000,0.000000,0.000000,15.208383,-61.413158,
1700671586226262016.000000,0.000000,0.000000,15.208383,-61.413159,
1700671586326207232.000000,0.000000,0.000000,15.208383,-61.413159,
1700671586426158848.000000,0.000000,0.000000,15.208383,-61.413160,
1700671586526158336.000000,0.000000,0.000000,15.208383,-61.413161,
1700671586626290944.000000,0.000000,0.000000,15.208383,-61.413162,
1700671586726207744.000000,0.000000,0.000000,15.208383,-61.413162,
1700671586823182080.000000,0.000000,0.000000,15.208383,-61.413163,
1700671586926109440.000000,0.000000,0.000000,15.208383,-61.413164,
1700671587024372736.000000,0.000000,0.000000,15.208383,-61.413165,
1700671587131141632.000000,0.000000,0.000000,15.208384,-61.413166,
1700671587231667712.000000,0.000000,0.000000,15.208384,-61.413167,
1700671587326064128.000000,0.000000,0.000000,15.208384,-61.413167,
1700671587431357696.000000,0.000000,0.000000,15.208384,-61.413168,
1700671587526071296.000000,0.000000,0.000000,15.208384,-61.413169,
1700671587625999360.000000,0.000000,0.000000,15.208384,-61.413170,
1700671587723313920.000000,0.000000,0.000000,15.208385,-61.413170,
1700671587826051328.000000,0.000000,0.000000,15.208385,-61.413171,
1700671587926570496.000000,0.000000,0.000000,15.208385,-61.413172,
1700671588024278784.000000,0.000000,0.000000,15.208386,-61.413172,
1700671588136940288.000000,0.000000,0.000000,15.208386,-61.413173,
1700671588231111680.000000,0.000000,0.000000,15.208386,-61.413174,
1700671588326008320.000000,0.000000,0.000000,15.208387,-61.413174,
1700671588426024704.000000,0.000000,0.000000,15.208387,-61.413175,
1700671588526020608.000000,0.000000,0.000000,15.208388,-61.413176,
1700671588620154624.000000,0.000000,0.000000,15.208388,-61.413176,
1700671588725924352.000000,0.000000,0.000000,15.208388,-61.413177,
1700671588825878784.000000,0.000000,0.000000,15.208389,-61.413178,
1700671588924800512.000000,0.000000,0.000000,15.208389,-61.413178,
1700671589024817152.000000,0.000000,0.000000,15.208390,-61.413179,
1700671589133487872.000000,0.000000,0.000000,15.208390,-61.413179,
1700671589224780544.000000,0.000000,0.000000,15.208391,-61.413180,
1700671589325858816.000000,0.000000,0.000000,15.208392,-61.413180,
1700671589426781952.000000,0.000000,0.000000,15.208392,-61.413181,
1700671589523066624.000000,0.000000,0.000000,15.208393,-61.413181,
1700671589625798656.000000,0.000000,0.000000,15.208393,-61.413182,
1700671589726706688.000000,0.000000,0.000000,15.208394,-61.413182,
1700671589823672832.000000,0.000000,0.000000,15.208395,-61.413183,
1700671589926675968.000000,0.000000,0.000000,15.208396,-61.413183,
1700671590025703936.000000,0.000000,0.000000,15.208396,-61.413184,
1700671590133002752.000000,0.000000,0.000000,15.208397,-61.413184,
1700671590226576640.000000,0.000000,0.000000,15.208398,-61.413185,
1700671590326566656.000000,0.000000,0.000000,15.208398,-61.413185,
1700671590423536896.000000,0.000000,0.000000,15.208399,-61.413186,
1700671590526541312.000000,0.000000,0.000000,15.208400,-61.413186,
1700671590626522112.000000,0.000000,0.000000,15.208401,-61.413187,
1700671590723585536.000000,0.000000,0.000000,15.208401,-61.413187,
1700671590824640256.000000,0.000000,0.000000,15.208402,-61.413188,
1700671590924549888.000000,0.000000,0.000000,15.208403,-61.413188,
1700671591024497664.000000,0.000000,0.000000,15.208404,-61.413189,
1700671591132555776.000000,0.000000,0.000000,15.208404,-61.413189,
1700671591224461568.000000,0.000000,0.000000,15.208405,-61.413190,
1700671591322727680.000000,0.000000,0.000000,15.208406,-61.413190,
1700671591425456128.000000,0.000000,0.000000,15.208407,-61.413190,
1700671591525436928.000000,0.000000,0.000000,15.208407,-61.413191,
1700671591624446464.000000,0.000000,0.000000,15.208408,-61.413191,
1700671591724418816.000000,0.000000,0.000000,15.208409,-61.413192,
1700671591824435968.000000,0.000000,0.000000,15.208410,-61.413192,
1700671591924360960.000000,0.000000,0.000000,15.208410,-61.413192,
1700671592024389888.000000,0.000000,0.000000,15.208411,-61.413192,
1700671592133618432.000000,0.000000,0.000000,15.208412,-61.413193,
1700671592223279872.000000,0.000000,0.000000,15.208413,-61.413193,
1700671592332815104.000000,0.000000,0.000000,15.208414,-61.413193,
1700671592426232064.000000,0.000000,0.000000,15.208414,-61.413193,
1700671592525255680.000000,0.000000,0.000000,15.208415,-61.413193,
1700671592626180864.000000,0.000000,0.000000,15.208416,-61.413194,
1700671592730459392.000000,0.000000,0.000000,15.208417,-61.413194,
1700671592825183232.000000,0.000000,0.000000,15.208418,-61.413194,
1700671592925200640.000000,0.000000,0.000000,15.208418,-61.413194,
1700671593033082368.000000,0.000000,0.000000,15.208419,-61.413194,
