1700600467439767552.000000,0.000000,0.806786,2555.167725,-3250.447021,-5.644832,
1700600467475767552.000000,0.000000,0.807311,2555.149170,-3250.478760,-5.638074,
1700600467511767552.000000,0.000000,0.808711,2555.129883,-3250.510498,-5.631410,
1700600467538771712.000000,0.000000,0.809675,2555.116211,-3250.532959,-5.626281,
1700600467574771712.000000,0.000000,0.810118,2555.097412,-3250.563721,-5.618784,
1700600467610771712.000000,0.000000,0.810958,2555.079590,-3250.595459,-5.611353,
1700600467646776064.000000,0.000000,0.811535,2555.063477,-3250.627686,-5.603056,
1700600467673776128.000000,0.000000,0.811855,2555.051025,-3250.653076,-5.595952,
1700600467709776128.000000,0.000000,0.811978,2555.035400,-3250.685303,-5.587336,
1700600467745781248.000000,0.000000,0.812285,2555.020508,-3250.718750,-5.577728,
1700600467772781056.000000,0.000000,0.812114,2555.009766,-3250.744385,-5.571145,
1700600467808781312.000000,0.000000,0.811917,2554.996582,-3250.777344,-5.561482,
1700600467844786688.000000,0.000000,0.811678,2554.983398,-3250.812744,-5.551442,
1700600467871786752.000000,0.000000,0.810562,2554.973877,-3250.838379,-5.543922,
1700600467907786752.000000,0.000000,0.809999,2554.962158,-3250.874023,-5.533376,
1700600467943791104.000000,0.000000,0.808436,2554.951904,-3250.907715,-5.523745,
1700600467969791232.000000,0.000000,0.807864,2554.944336,-3250.935059,-5.517088,
1700600468005791232.000000,0.000000,0.806597,2554.935547,-3250.970215,-5.507331,
1700600468042797056.000000,0.000000,0.805816,2554.926270,-3251.007080,-5.498291,
1700600468077797120.000000,0.000000,0.805376,2554.918213,-3251.044678,-5.490284,
1700600468104797184.000000,0.000000,0.805071,2554.913086,-3251.072510,-5.483837,
1700600468140802048.000000,0.000000,0.804750,2554.906006,-3251.111328,-5.477262,
1700600468176802304.000000,0.000000,0.804571,2554.899414,-3251.148438,-5.470831,
1700600468212802048.000000,0.000000,0.804303,2554.893555,-3251.187012,-5.464741,
1700600468239808000.000000,0.000000,0.804461,2554.889160,-3251.213623,-5.460455,
1700600468275808000.000000,0.000000,0.804291,2554.883057,-3251.249268,-5.455047,
1700600468302808064.000000,0.000000,0.804491,2554.879395,-3251.274902,-5.450753,
1700600468338812928.000000,0.000000,0.804445,2554.875244,-3251.310303,-5.445215,
1700600468374812928.000000,0.000000,0.804607,2554.871338,-3251.343994,-5.440864,
1700600468410812928.000000,0.000000,0.804958,2554.868408,-3251.375977,-5.436423,
1700600468446819328.000000,0.000000,0.805731,2554.866943,-3251.407227,-5.430960,
1700600468473819392.000000,0.000000,0.806580,2554.865479,-3251.428711,-5.427194,
1700600468509819392.000000,0.000000,0.806854,2554.864014,-3251.457275,-5.421821,
1700600468545824512.000000,0.000000,0.808122,2554.864014,-3251.484131,-5.415237,
1700600468572824576.000000,0.000000,0.809410,2554.864014,-3251.505127,-5.411944,
1700600468608824320.000000,0.000000,0.809701,2554.864258,-3251.531494,-5.405711,
1700600468644829696.000000,0.000000,0.810354,2554.865479,-3251.555664,-5.399755,
1700600468671829504.000000,0.000000,0.810111,2554.866943,-3251.573486,-5.395657,
1700600468707829504.000000,0.000000,0.809983,2554.868896,-3251.596191,-5.389063,
1700600468743834880.000000,0.000000,0.809116,2554.870117,-3251.616699,-5.382296,
1700600468770834944.000000,0.000000,0.807904,2554.871094,-3251.632568,-5.377470,
1700600468806834944.000000,0.000000,0.807295,2554.873047,-3251.652344,-5.370843,
1700600468842841088.000000,0.000000,0.805587,2554.876709,-3251.670654,-5.364616,
1700600468877841152.000000,0.000000,0.804881,2554.880615,-3251.688965,-5.358582,
1700600468905841152.000000,0.000000,0.803763,2554.883301,-3251.700928,-5.354282,
1700600468941846016.000000,0.000000,0.802603,2554.886475,-3251.717285,-5.348903,
1700600468977846016.000000,0.000000,0.802394,2554.889648,-3251.731689,-5.344225,
1700600469012846080.000000,0.000000,0.801756,2554.892578,-3251.745361,-5.339861,
1700600469040851968.000000,0.000000,0.800868,2554.895020,-3251.753906,-5.336692,
1700600469075851776.000000,0.000000,0.801022,2554.898438,-3251.766113,-5.333423,
