1697820695748784128.000000,0.000000,-0.741703,-2.746883,8.586621,8.650020,
1697820695786784000.000000,0.000000,-0.750949,-2.743574,8.584455,8.646601,
1697820695813784064.000000,0.000000,-0.755863,-2.741179,8.582592,8.643949,
1697820695849788160.000000,0.000000,-0.763557,-2.738156,8.579998,8.640517,
1697820695885788160.000000,0.000000,-0.772722,-2.735367,8.577228,8.636893,
1697820695921788160.000000,0.000000,-0.776683,-2.732852,8.574327,8.633009,
1697820695952793600.000000,0.000000,-0.785612,-2.731135,8.572030,8.630146,
1697820695988793600.000000,0.000000,-0.794630,-2.728882,8.568828,8.626200,
1697820696021793536.000000,0.000000,-0.798719,-2.726548,8.565597,8.622216,
1697820696048797696.000000,0.000000,-0.808238,-2.724952,8.562998,8.619278,
1697820696085797632.000000,0.000000,-0.817726,-2.722944,8.559569,8.615592,
1697820696113797632.000000,0.000000,-0.823412,-2.721515,8.557173,8.612481,
1697820696149801472.000000,0.000000,-0.832177,-2.719729,8.553782,8.608547,
1697820696185801472.000000,0.000000,-0.842828,-2.718056,8.550318,8.605127,
1697820696215801344.000000,0.000000,-0.848750,-2.716458,8.547597,8.602540,
1697820696251807744.000000,0.000000,-0.859392,-2.714646,8.544175,8.599571,
1697820696283807744.000000,0.000000,-0.870098,-2.713362,8.541582,8.597583,
1697820696318807552.000000,0.000000,-0.874848,-2.711611,8.538079,8.594548,
1697820696351812096.000000,0.000000,-0.885649,-2.710103,8.534396,8.591825,
1697820696388812032.000000,0.000000,-0.896063,-2.708719,8.530596,8.589195,
1697820696414811904.000000,0.000000,-0.900784,-2.707768,8.527781,8.587436,
1697820696452815872.000000,0.000000,-0.910929,-2.706723,8.523701,8.585403,
1697820696479815680.000000,0.000000,-0.920140,-2.706018,8.520414,8.584027,
1697820696515815936.000000,0.000000,-0.926870,-2.705429,8.515953,8.582412,
1697820696551820800.000000,0.000000,-0.936014,-2.704902,8.511257,8.581246,
1697820696587821056.000000,0.000000,-0.944453,-2.704577,8.506566,8.580044,
1697820696616820992.000000,0.000000,-0.949596,-2.704395,8.503004,8.578645,
1697820696651825152.000000,0.000000,-0.958625,-2.704365,8.497880,8.577136,
1697820696688825088.000000,0.000000,-0.967826,-2.704336,8.492833,8.575367,
1697820696719824896.000000,0.000000,-0.971699,-2.704403,8.489100,8.573860,
1697820696755830272.000000,0.000000,-0.979789,-2.704638,8.483938,8.572042,
1697820696788830464.000000,0.000000,-0.988787,-2.704892,8.479027,8.570034,
1697820696815830528.000000,0.000000,-0.993708,-2.705160,8.475407,8.568109,
1697820696851834368.000000,0.000000,-1.002448,-2.705642,8.470600,8.565825,
1697820696883834368.000000,0.000000,-1.009195,-2.705933,8.467076,8.563947,
1697820696919834624.000000,0.000000,-1.015076,-2.706187,8.462702,8.561221,
1697820696955839488.000000,0.000000,-1.023390,-2.706412,8.458266,8.558549,
1697820696988839680.000000,0.000000,-1.034601,-2.706383,8.453759,8.555682,
1697820697015839744.000000,0.000000,-1.038937,-2.706293,8.450297,8.553514,
1697820697052843776.000000,0.000000,-1.048886,-2.706143,8.445690,8.550608,
1697820697088843776.000000,0.000000,-1.057358,-2.706143,8.440854,8.547529,
1697820697115843584.000000,0.000000,-1.061549,-2.706102,8.437172,8.545199,
1697820697151847936.000000,0.000000,-1.072230,-2.706164,8.432334,8.542006,
1697820697187848192.000000,0.000000,-1.081219,-2.706138,8.427853,8.538716,
1697820697216848128.000000,0.000000,-1.085201,-2.706055,8.424947,8.536124,
1697820697252853504.000000,0.000000,-1.094190,-2.705993,8.421041,8.532717,
1697820697288853504.000000,0.000000,-1.102233,-2.705766,8.417246,8.529451,
1697820697315853312.000000,0.000000,-1.107717,-2.705369,8.414418,8.526748,
1697820697351857664.000000,0.000000,-1.117296,-2.704942,8.410807,8.523457,
